,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Smarcc1,0.5375824,0.47545132,0.38043928,0.37722024,0.37538102,1.4780382,1.4846365,1.5822026,1.2575461,1.1806537,1.340085,1.3413309,1.3150302,1.474897,1.2794707,1.233895,1.3645453,0.86740327,0.86793286,0.86651945,0.8721573,0.7902004,0.89393026,0.6378304,0.7304871,0.6356905,0.42984682,0.4274767,0.5793587,0.4909971,0.49036247,0.64431465
Ttf2,0.07775195,0.12477377,0.0,0.08138572,0.08161136,0.2609429,0.2627032,0.29561177,0.4133913,0.38663584,0.4421115,0.27249,0.2660863,0.30501068,0.24310312,0.24381985,0.24176522,0.15495676,0.17345501,0.124085516,0.1340166,0.14920306,0.12998211,0.13404547,0.1345444,0.13403395,0.13165408,0.1318683,0.0889193,0.114018306,0.11389718,0.12932906
Ash1l,1.4079859,1.2562246,0.79309154,1.0867959,1.0873512,0.43873322,0.42232507,0.42283216,0.5470857,0.51794696,0.5783642,0.43758765,0.44825917,0.38339293,0.46439224,0.45902616,0.47440892,0.43122652,0.4267861,0.43863705,0.74481153,0.866003,0.7126154,0.9856592,0.9338961,0.9868546,1.0042144,1.0060883,0.7973194,1.1467241,1.1466864,0.9596669
Max,0.6920656,0.7153259,0.53830177,0.6716203,0.6725426,0.5234686,0.5066631,0.6355924,0.5658773,0.5170759,0.6182624,0.5436407,0.52653414,0.6305149,0.55541635,0.5167315,0.62762815,0.5487436,0.51191556,0.61020494,0.9753831,0.86234814,1.0054125,0.824596,0.78649867,0.8254759,0.7070648,0.7065138,0.74270004,0.6530447,0.6526387,0.7737249
Mcm2,0.25401303,0.3585742,0.19725505,0.23458843,0.23414505,1.5921454,1.6253461,1.652697,0.8079509,0.8380286,0.77566445,1.2203537,1.2523663,1.0577804,1.7794607,1.7438871,1.8458649,1.1050653,1.1464046,1.0360752,0.5289835,0.54046196,0.52593404,0.8370987,0.5410453,0.843936,0.25025037,0.24696776,0.45936817,0.20375574,0.20333244,0.4556778
Nono,0.49048305,0.6084695,0.68693167,0.59429574,0.5941298,1.0132631,1.0252774,1.0402458,0.96482456,0.9628217,0.96697444,0.94832283,0.9366827,1.0074364,0.8830742,0.862825,0.92087287,0.80716974,0.80629694,0.80862623,0.72046936,0.68580544,0.7296783,0.65002346,0.55873,0.65213186,0.5079528,0.50510997,0.67510474,0.495101,0.49503335,0.5602559
Scml4,1.0024214,0.7323811,0.99709946,0.6020131,0.6022005,0.061539482,0.049999997,0.0367135,0.07944316,0.07362423,0.08568939,0.05551461,0.05748785,0.04549366,0.045507174,0.038247947,0.059057727,0.066292,0.06496348,0.06850914,0.25819835,0.3113159,0.24408692,0.11721181,0.10572793,0.11747702,0.24773552,0.2492411,0.14762813,0.18242769,0.18207371,0.30273494
Ddit3,0.32332283,0.2907909,0.3926506,0.5077505,0.50836706,0.1411859,0.13481611,0.105639756,0.1942605,0.22158156,0.16493312,0.15604658,0.16035068,0.13418852,0.15358779,0.16413315,0.13390312,0.15175438,0.15748194,0.14219582,0.23813525,0.28094932,0.22676109,0.1783279,0.30365783,0.17543346,0.28520527,0.28616634,0.23011276,0.23468956,0.23480083,0.2604326
Cd22,0.0029192136,0.01252998,0.0,0.040260904,0.0400347,0.042310618,0.038693607,0.057549845,0.018337013,0.015715785,0.021150727,0.020774698,0.01986312,0.02540408,0.022167802,0.022617402,0.02132855,0.014201039,0.013940834,0.014635288,0.12801918,0.06918147,0.14365026,0.011302056,0.011278404,0.011302602,0.00729655,0.0069939718,0.027436726,0.005318013,0.0053347535,0.0
Epcam,0.01796555,0.028066471,0.10029543,0.024280032,0.02431336,0.0678087,0.068776585,0.07679659,0.044920776,0.03371538,0.05694903,0.057805005,0.05236812,0.08541586,0.072902754,0.056783255,0.1029925,0.045226738,0.036903825,0.059116635,0.09598925,0.086336456,0.09855366,0.028003491,0.013574574,0.028336722,0.025674144,0.025374554,0.046640396,0.0019589674,0.0019651342,0.0
Daxx,0.40343887,0.4564236,0.33364946,0.45181942,0.4513174,0.3198219,0.3149032,0.3333538,0.3272828,0.323253,0.3316085,0.31858268,0.31531233,0.3351908,0.30013433,0.29385966,0.3118471,0.36782312,0.37230232,0.36034787,0.55161184,0.559732,0.5494546,0.4455555,0.36473352,0.4474221,0.5687011,0.56846005,0.6069651,0.34335917,0.34338525,0.3935331
Prdm4,0.12207893,0.08578264,0.0,0.07660185,0.076650195,0.12591246,0.12810293,0.12620886,0.09264921,0.09002069,0.09547076,0.10235672,0.10344106,0.09684992,0.11746913,0.11756317,0.11729358,0.13133192,0.13852254,0.11933168,0.101370126,0.1013683,0.10137061,0.11290413,0.12865625,0.11254034,0.09050389,0.089603655,0.14230864,0.12884535,0.12893996,0.07796698
Cd244a,0.016885223,0.0035506159,0.0,0.0066106236,0.0063381195,0.025458813,0.022995768,0.032390423,0.015999505,0.015775444,0.016240023,0.027868377,0.028220927,0.02607797,0.027867302,0.029091606,0.025581937,0.044864748,0.044273484,0.045851488,0.028922116,0.020251809,0.031225506,0.03767767,0.013716068,0.038231056,0.0070305928,0.0070694815,0.0048847888,0.009693104,0.009638303,0.040652204
Fkbp1a,1.2950448,1.3344598,1.0333866,1.1307111,1.1284381,3.7013297,3.7394443,3.9030857,3.1045501,2.882782,3.342604,3.3473675,3.288452,3.6465662,3.7150466,3.5912287,3.9461734,3.4039164,3.1935484,3.754994,3.3032796,2.9628544,3.3937185,3.7068205,3.5896254,3.709527,2.8374424,2.8231497,3.7749693,2.346373,2.3457398,2.6868625
Kmt5b,0.52847505,0.37515932,0.38327098,0.4673141,0.4666303,0.15805154,0.14350228,0.1492746,0.19025433,0.17633177,0.20519927,0.17640635,0.17606124,0.17815895,0.11949338,0.11823556,0.121841304,0.18512693,0.17820132,0.19668493,0.33395267,0.38604483,0.32011366,0.33188146,0.3550612,0.33134612,0.48036996,0.48291048,0.32795233,0.49095193,0.49133354,0.36614746
Adgre5,0.85730463,0.89922637,0.66879874,1.2828667,1.2811575,0.8236285,0.8116948,0.6790104,1.0700697,1.124427,1.0117208,0.9696632,0.9963159,0.83430946,0.8881344,0.92267543,0.82365775,1.0966407,1.1292018,1.0423003,0.9432799,1.2301214,0.8670764,1.6377047,1.4158803,1.6428277,2.097348,2.1078994,1.3616164,2.322157,2.3226426,2.2752097
Klrd1,3.513276,2.7533886,3.3496182,3.8869896,3.8814516,1.0559556,0.9963103,0.6989383,2.82199,3.1250541,2.496671,1.9120562,2.0055585,1.4372119,2.1130896,2.2231972,1.9075556,3.2525,3.4872563,2.8607213,2.4608366,3.621042,2.1526117,5.4937515,5.1355286,5.5020247,7.093656,7.127319,4.9020896,9.634671,9.639543,7.8347507
Nsd1,0.89312804,0.805154,0.5727677,0.6604303,0.6602888,0.6223655,0.62256336,0.5993827,0.60910404,0.5694606,0.65165865,0.64862174,0.64429456,0.6705972,0.5527961,0.5491361,0.55962807,0.53430694,0.5273526,0.545913,0.74916345,0.7606043,0.746124,0.8068119,0.6314311,0.8108623,0.79315263,0.7933564,0.7513327,0.88233155,0.88266146,0.68994933
Dnmt3b,0.044302758,0.07317194,0.0,0.0417071,0.041958343,0.04427548,0.04342322,0.05992827,0.026918065,0.01956477,0.034811344,0.034947973,0.034394905,0.0377567,0.04074972,0.03527414,0.050970808,0.03321067,0.030259717,0.03813543,0.06812608,0.03392294,0.07721263,0.12021266,0.06742597,0.12143175,0.04789998,0.04710441,0.09062269,0.0637398,0.0638897,0.024181891
Klrc1,0.08714168,0.098438725,0.0,0.24193627,0.23617773,0.95635825,0.92607117,0.9540316,2.384484,2.3018386,2.4731987,1.5379527,1.4973093,1.744357,1.5994327,1.5339714,1.7216272,1.7067983,1.6632489,1.7794768,1.6525291,1.7992113,1.6135609,2.8453019,2.7048576,2.8485456,3.2308197,3.2419748,2.4482203,5.3679104,5.3708587,3.7252305
Nab1,0.7169678,0.7134487,0.39105916,0.6648711,0.6636238,1.3463757,1.3320502,1.5528715,1.5956022,1.4483573,1.7536597,1.4717538,1.411779,1.7763321,1.4005034,1.3034747,1.5816236,1.4647743,1.3948735,1.5814298,1.463475,1.331071,1.49865,1.7405357,1.778117,1.7396678,1.2089585,1.2044691,1.4987178,1.5181118,1.5186262,1.4255731
E2f6,0.04807147,0.03860604,0.13576925,0.022665093,0.022546308,0.045005456,0.04360465,0.042722236,0.028327568,0.029115153,0.027482146,0.026677137,0.02632859,0.028447203,0.03495427,0.032651193,0.03925334,0.023739355,0.024745958,0.02205946,0.02033172,0.020078968,0.020398868,0.017288256,0.012812902,0.017391613,0.012197037,0.012174757,0.009709498,0.007192942,0.0072155846,0.0
Suv39h2,0.01619311,0.020246139,0.0,0.012267057,0.012340955,0.09788416,0.0987476,0.11186056,0.08472477,0.07999666,0.08980008,0.07798549,0.07665295,0.084752694,0.076705,0.077544235,0.07513844,0.044555433,0.051370233,0.03318239,0.02695145,0.029617518,0.026243173,0.019709475,0.013997424,0.019841393,0.009461043,0.009459682,0.010075498,0.0059239725,0.005942621,0.0
Ifi204,0.0015259243,0.006265985,0.0,0.00817066,0.008219881,0.050759558,0.049725723,0.06814596,0.03588858,0.030766219,0.041387092,0.052507382,0.052051306,0.05482354,0.03374328,0.033733446,0.033761647,0.034497168,0.039401345,0.026312714,0.069974095,0.0722987,0.06935653,0.09764089,0.051110916,0.09871548,0.09139243,0.089796,0.20059223,0.008171877,0.007929381,0.12780736
Ikzf3,0.30028427,0.31199852,0.3758829,0.45334262,0.45349067,0.53314424,0.52646196,0.5562627,0.74090135,0.69488823,0.79029334,0.6941162,0.6807893,0.7617957,0.79395694,0.76482385,0.8483386,0.7774037,0.7444544,0.83239204,0.9491907,0.87395984,0.9691768,1.3131913,1.3675569,1.3119358,0.90273374,0.90038097,1.0048083,1.3488897,1.3495322,0.8459308
Cd86,0.062975794,0.08785858,0.06282265,0.16382793,0.16481484,0.022372797,0.022110913,0.026829518,0.05997293,0.061291534,0.0585575,0.03153482,0.03224212,0.027942853,0.03768915,0.036782496,0.039381567,0.062037237,0.06341012,0.05974608,0.06323682,0.08167933,0.058337305,0.17189835,0.18888912,0.17150594,0.19058903,0.19157961,0.13656864,0.0751413,0.075340696,0.017703066
Tcof1,1.3053904,1.5097086,0.46798044,1.2730279,1.2756032,1.8709377,1.8918757,1.9545852,1.2140973,1.144802,1.2884812,1.423709,1.4137683,1.474193,1.3843758,1.3469825,1.4541767,1.2710644,1.2801254,1.2559427,1.1978838,1.1347564,1.2146544,1.1134986,1.1640879,1.1123302,0.99767613,0.99601614,1.0921555,0.856602,0.85606146,0.84535205
Crebbp,1.4846575,1.2717327,0.9788841,1.1595892,1.1614723,0.6086365,0.60510445,0.6091623,0.8245175,0.77355814,0.87921906,0.7294026,0.7123937,0.8157808,0.57379764,0.549249,0.61962175,0.64625365,0.63407284,0.66658187,0.80241287,0.867134,0.7852188,0.9037973,0.92974854,0.903198,1.2524264,1.2563493,1.0141226,1.421687,1.4212728,1.5024148
Aff4,0.43605974,0.36351374,0.28647608,0.41633254,0.4165562,0.1750339,0.16796535,0.14934218,0.1558306,0.14186579,0.17082092,0.16369064,0.16334313,0.1654554,0.13432582,0.13629065,0.13065813,0.12543982,0.12204624,0.13110329,0.2577082,0.25082403,0.25953704,0.2695419,0.2977203,0.26889113,0.30568948,0.30660942,0.24312234,0.3410478,0.34145078,0.21451381
Hlf,0.00046013988,0.0042987717,0.0,0.0027203306,0.002736718,0.026525259,0.02471399,0.04720378,0.018326271,0.013932848,0.023042323,0.02375041,0.021870643,0.033296674,0.02861322,0.0232179,0.038684484,0.018710878,0.01489466,0.025079666,0.030813167,0.029875856,0.031062178,0.0119879125,0.007020386,0.0121026365,0.017697982,0.017649759,0.021826535,0.009622855,0.009653147,0.0
Pbx1,0.00025911917,0.004332919,0.0,0.0011758282,0.0011829115,0.0010930164,0.0010306883,0.0019022756,0.00070680334,0.00076769723,0.0006414378,0.00092667807,0.0007545746,0.0018006937,5.160114e-05,0.0,0.00014792326,5.6920555e-05,0.0,0.0001519138,0.0009950375,0.00038725193,0.0011565043,0.000103562,0.0,0.00010595373,1.6786757e-05,1.7058434e-05,0.0,0.0,0.0,0.0
Zdhhc21,0.19213048,0.21184579,0.14314842,0.16519628,0.16522478,0.23404796,0.23336492,0.22058402,0.17831974,0.1859887,0.17008762,0.21077491,0.21916549,0.168164,0.26285514,0.26373154,0.26121923,0.24594599,0.24627757,0.24539264,0.20361121,0.23971444,0.19401987,0.24214855,0.18689266,0.24342467,0.24509403,0.24519576,0.23080824,0.22841549,0.2280913,0.30771148
Zeb2,0.011923163,0.017508123,0.0,0.0047465097,0.004596358,0.08926116,0.08917434,0.07623699,0.15176572,0.20840332,0.090969004,0.15250362,0.16091838,0.10976983,0.1506656,0.17654817,0.10235147,0.20088476,0.24504474,0.12718733,0.04907781,0.05717946,0.04692549,0.1830022,0.30344665,0.18022057,0.41459787,0.41636264,0.18992719,2.1271415,2.1293304,1.3636602
Adam8,0.0030336184,0.013891293,0.0,0.0061828527,0.006220099,0.080125555,0.07846063,0.11041217,0.108456254,0.112307765,0.104321904,0.11484869,0.11327484,0.122841366,0.11880216,0.11219799,0.13112994,0.15025781,0.13574384,0.17447978,0.069093555,0.0573212,0.07222105,0.2558172,0.2718533,0.25544688,0.19459243,0.19203563,0.3721638,0.068479754,0.06836399,0.15788329
Bcl11a,0.0,0.0,0.0,9.350189e-05,9.406516e-05,0.0018298068,0.001659175,0.0032364447,0.0,0.0,0.0,0.0019934927,0.0019451556,0.0022389698,0.0005235911,0.00060807297,0.00036589173,0.00071910984,0.0010779875,0.00012018823,0.00069335423,0.00092984724,0.00063052657,0.0006619941,0.0,0.0006772827,0.00044340105,0.00045057703,0.0,6.0725357e-05,6.0916518e-05,0.0
Taf5l,0.29833502,0.30992228,0.3442989,0.2934773,0.29427385,0.34105453,0.34117773,0.3442281,0.26923546,0.24760996,0.29244903,0.30254275,0.29962045,0.3173833,0.32438293,0.3126946,0.3462011,0.264714,0.2627275,0.26802924,0.28147396,0.27855268,0.28225005,0.306387,0.22136727,0.30835053,0.32777652,0.32915533,0.24779132,0.23980357,0.23985137,0.26734784
Tgif1,0.19378895,0.20540817,0.07116887,0.5419225,0.5446447,0.27305028,0.2756293,0.2642886,0.36938336,0.30295303,0.44069195,0.32885772,0.3120409,0.41426077,0.30314192,0.24419852,0.41316962,0.32743534,0.28665197,0.39549768,0.73066694,0.69939744,0.7389741,0.23377785,0.5184776,0.22720279,0.6002845,0.5994108,0.67527366,0.47865495,0.4785594,0.57839704
Rela,0.50846386,0.4962696,0.5546261,0.61837804,0.617256,0.37198165,0.35776135,0.35815194,0.41856065,0.39046428,0.44872025,0.3932463,0.39124686,0.40340027,0.4138319,0.40723872,0.42613918,0.43817845,0.4188922,0.47036475,0.42856532,0.43966013,0.4256178,0.45541692,0.5175551,0.45398185,0.4540435,0.45375586,0.4841293,0.5099466,0.51043004,0.41012847
Elf4,0.55897015,0.5272542,0.21503872,0.5635068,0.56383306,0.5946809,0.5963952,0.57789963,0.84687597,0.89275134,0.79763174,0.7342006,0.73445916,0.73288757,0.6796168,0.69185245,0.6567771,0.7061214,0.7179568,0.6863696,0.56280047,0.5983107,0.55336666,0.79787314,0.7601061,0.7987454,0.83698726,0.8370446,0.8147005,1.2128,1.2128459,1.1409343
Gtf3c1,0.19281109,0.26925611,0.23159204,0.19923946,0.19902235,0.34013405,0.34184355,0.3696939,0.32259804,0.31724596,0.32834318,0.31215772,0.3016781,0.3653778,0.2633805,0.2692151,0.25248927,0.26336247,0.2588108,0.27095863,0.30233663,0.29125324,0.30528107,0.24383692,0.29495314,0.24265641,0.26088738,0.2594169,0.3516873,0.25449908,0.25432256,0.21867779
Cramp1l,0.21835697,0.21317664,0.118860066,0.13623041,0.13621996,0.19265762,0.19410832,0.18150431,0.16971748,0.17259765,0.16662578,0.1634002,0.16728461,0.1436735,0.18213876,0.17839226,0.1891322,0.17738107,0.19010524,0.15614599,0.19524479,0.2196376,0.1887645,0.2192858,0.20316933,0.219658,0.26272765,0.26338327,0.19457294,0.2843969,0.2843832,0.28736582
Arid4b,1.4325083,1.2754254,0.92767894,1.7434372,1.7463455,0.84427595,0.8447716,0.768789,0.93803763,0.93443745,0.9419022,0.9100698,0.91938025,0.8627872,0.73801017,0.7257592,0.7608785,0.8024711,0.8075251,0.7940367,1.1859874,1.4029375,1.1283516,1.1522069,1.0538939,1.1544775,1.5660126,1.5691762,1.3006778,1.5471592,1.5477036,1.1902283
Fiz1,0.17088448,0.1834896,0.116629526,0.15409902,0.15465873,0.109824166,0.112138376,0.10829434,0.12788865,0.12454313,0.13147983,0.12232927,0.120186485,0.13321127,0.11559665,0.110569045,0.1249815,0.11237946,0.11475422,0.10841628,0.14006662,0.13206975,0.14219111,0.17347969,0.12301526,0.17464514,0.13082993,0.13104254,0.11999722,0.11208516,0.112386756,0.024417821
Zfhx2,0.16437465,0.13366422,0.2651053,0.15093721,0.14941339,0.060792826,0.048549563,0.05141673,0.104843125,0.07889533,0.13269636,0.06256006,0.061227694,0.06932637,0.06593048,0.051014226,0.09377416,0.073473856,0.056097154,0.10247339,0.20431061,0.22761592,0.19811922,0.36320302,0.2672092,0.36541995,0.34229177,0.34376264,0.24692604,0.43789592,0.43812877,0.14950329
Mphosph8,0.65524477,0.5376833,0.5343389,0.35999978,0.35808316,0.845265,0.8457967,0.8544127,0.63382,0.62380874,0.6445664,0.70089877,0.7041628,0.6843226,0.658244,0.67336255,0.63002276,0.58970666,0.6111493,0.5539216,0.6068856,0.6165084,0.6043292,0.57507044,0.38077688,0.5795576,0.54279244,0.5445082,0.4262862,0.58737695,0.5874976,0.52091825
Mcm3,0.46573767,0.69587934,0.37123105,0.41272306,0.41259223,3.6616414,3.740483,3.7878227,1.9301577,1.968301,1.8892132,2.9641092,3.0147533,2.7069166,4.098064,4.025479,4.2335567,2.583647,2.713603,2.3667667,1.1564733,1.2007223,1.1447179,1.460982,1.0512468,1.4704447,0.5169995,0.5096727,0.980618,0.37061033,0.36923936,1.0964016
Tob1,0.36415175,0.32582417,0.31049824,0.5869416,0.5889426,0.26727086,0.2724984,0.18804948,0.3977193,0.42000952,0.37379223,0.4013867,0.41180348,0.34848583,0.30619338,0.3183662,0.2834708,0.42187738,0.4353078,0.3994637,0.46404064,0.62905777,0.4202015,0.23352045,0.35440972,0.23072855,0.651558,0.65172446,0.61732924,0.64770085,0.64829946,0.4200588
Crtc1,0.055678815,0.08677187,0.068841144,0.08135358,0.08127271,0.02720948,0.02562405,0.03473134,0.017973224,0.017144056,0.018863278,0.023345135,0.022655593,0.026846932,0.02503048,0.023020223,0.028782964,0.019589337,0.017039334,0.02384497,0.045900527,0.04778125,0.045400884,0.072563216,0.03591875,0.07340951,0.036854908,0.036439005,0.06602843,0.029167624,0.02920144,0.027637752
Nap1l4,1.2182126,1.2954319,1.1013842,1.0606335,1.0590116,1.4724036,1.4720663,1.4636949,1.2540138,1.225741,1.2843627,1.3475721,1.3486664,1.342015,1.4344226,1.423682,1.4544717,1.1897659,1.1948994,1.1811988,1.2419959,1.3025848,1.2258996,1.0980539,0.9520647,1.1014255,1.0682099,1.0690504,0.99413264,1.1032525,1.1028664,1.0072138
Rel,0.5964928,0.6671506,0.45712626,0.7918764,0.79390824,0.8824721,0.8712747,1.0114808,1.0852132,0.8605801,1.3263419,1.0050249,0.93813163,1.3447373,1.0515006,0.90248734,1.3296584,1.0465925,0.879182,1.3259796,1.8671813,1.700351,1.9115022,0.79003954,1.0883442,0.78315026,1.2169214,1.2147923,1.3596909,1.0228765,1.0222113,1.5590823
Zkscan5,0.04269776,0.039795626,0.0,0.04098379,0.041121602,0.015296556,0.014534375,0.015879722,0.021596685,0.020602439,0.022663945,0.017403899,0.016552737,0.021726469,0.015111502,0.015251891,0.014849443,0.021517515,0.016552627,0.02980329,0.021247523,0.028268782,0.019382227,0.051524248,0.016677732,0.052329015,0.021911303,0.022055605,0.013716867,0.021300435,0.021153064,0.10217219
Shprh,0.27250144,0.18633361,0.21216905,0.13640667,0.1359768,0.15220703,0.14752442,0.17371579,0.1298342,0.12152476,0.13875385,0.14166659,0.13834143,0.15855324,0.12681778,0.1133646,0.15193039,0.13853191,0.13016938,0.15248792,0.20682421,0.17477933,0.2153374,0.23073944,0.1300424,0.23306502,0.2070692,0.20699796,0.17049709,0.28632912,0.28621963,0.2122014
Toe1,0.032668706,0.018000368,0.066886224,0.010242043,0.010303741,0.080761194,0.08393021,0.06405749,0.05612626,0.06254937,0.049231473,0.082571305,0.085149564,0.06947783,0.076607004,0.080537885,0.06926937,0.066055976,0.07161987,0.05677053,0.061875664,0.073920414,0.058675807,0.043071583,0.054598853,0.042805362,0.043756466,0.043962583,0.027971957,0.043831248,0.043926597,0.020313086
Igsf8,0.054824904,0.06988421,0.0,0.075237386,0.07478267,0.15067501,0.15170072,0.14384952,0.11050673,0.112781346,0.108065076,0.124455966,0.12435565,0.12496538,0.12331654,0.121462464,0.12677747,0.10717398,0.11117686,0.10049366,0.054089412,0.070252925,0.04979535,0.0585381,0.086700596,0.057887696,0.06888738,0.06878257,0.07531693,0.07299213,0.073174395,0.022637237
Klrc2,0.008358093,0.0033231152,0.0,0.042251755,0.04122857,0.057886627,0.05012553,0.049181882,0.12133407,0.12381224,0.1186739,0.08399728,0.083308294,0.087496236,0.054506615,0.054860733,0.053845596,0.09770633,0.098162405,0.0969452,0.12350606,0.15269884,0.11575058,0.10397431,0.15071264,0.1028949,0.27286392,0.27447826,0.15125939,0.44708687,0.44757292,0.29717028
Ubn1,0.8476429,0.76054037,0.7653059,0.6905242,0.69225097,0.81088823,0.81395847,0.83701926,0.8819368,0.8328802,0.93459576,0.80425483,0.7981657,0.8351781,0.8892124,0.8645655,0.9352201,0.8489622,0.8228698,0.89250714,0.8294609,0.83491445,0.82801205,0.919405,0.8491948,0.92102647,0.96639866,0.9674915,0.8872234,1.0476435,1.0473827,1.0620025
Xrcc5,0.34380317,0.35322383,0.31609643,0.27436835,0.27371645,0.44777143,0.445966,0.5196242,0.3010227,0.2676646,0.33683044,0.39288783,0.37492952,0.48408794,0.33293763,0.30711403,0.3811416,0.29226902,0.2766434,0.3183462,0.39769405,0.3866882,0.4006179,0.21225387,0.24230735,0.2115598,0.20758271,0.20720565,0.23205295,0.13853468,0.13852645,0.017703066
Hdac1,0.88158244,0.9133885,0.48279542,0.6364258,0.6344659,1.8394958,1.8613039,1.9021474,1.8602788,1.9229867,1.7929659,1.9211807,1.917872,1.9379843,1.8262587,1.8065323,1.863081,1.7205734,1.7349414,1.6965952,1.3601395,1.2450972,1.3907021,1.4438524,1.51801,1.4421397,1.0452014,1.0412654,1.2888029,0.98502505,0.9853886,0.9171248
Jmjd1c,0.5972462,0.43171766,0.5275662,0.6302834,0.6300993,0.29193676,0.283387,0.27240655,0.3398116,0.3119205,0.36975086,0.31414518,0.31173545,0.32638285,0.32141328,0.2919115,0.37648326,0.3459018,0.32367945,0.38298804,0.52448595,0.59740597,0.5051137,0.39348084,0.409764,0.39310476,0.59370285,0.5949441,0.48561385,0.6554857,0.6557604,0.6265667
Ddx20,0.14623022,0.1683448,0.13306904,0.09536852,0.09566925,0.1701288,0.1708812,0.18220659,0.17330247,0.1692007,0.17770544,0.15655588,0.15280502,0.17560436,0.15017162,0.14235897,0.16475523,0.09686975,0.09669776,0.097156785,0.07418361,0.08981104,0.07003196,0.09509046,0.062281992,0.09584816,0.07120585,0.071470216,0.04720211,0.07201032,0.07193383,0.0703693
Sin3a,0.33058184,0.3318252,0.16458812,0.28322488,0.2823718,0.3799577,0.3823015,0.3521611,0.40711954,0.40088505,0.41381183,0.39445883,0.39200038,0.406944,0.3935026,0.3820033,0.4149679,0.24122813,0.24383761,0.23687325,0.28113255,0.29394102,0.2777298,0.27600205,0.22396863,0.27720374,0.28309488,0.28337982,0.2595932,0.33812824,0.3380711,0.3435979
